,chr9:72005566,chrX:135290920,chr10:115242087,chr11:72286713,chr11:72284423,chr22:36290864,chr16:14582114,chr21:28339062,chr17:40588365,chr5:169290519,chrX:135291290,chr11:72284673,chr18:10452969,chr18:10453069,chr16:14582404,chr5:169289769,chr9:72005256,chr14:75749053,target
TCGA-AN-A0AR_tumor,0.11989266824682,0.11989266824682,0.0,0.0,0.0,0.158258322085803,0.11989266824682,0.219802825476943,0.11989266824682,0.170847052251719,0.0,0.0,0.0,0.11989266824682,0.353683371328119,0.23978533649364,0.0,0.0,1
TCGA-AN-A0AT_tumor,0.323543652946308,0.0,0.0,0.0,0.0,0.0,0.0,1.09952233277688,0.18150009799427,0.376152377002618,0.0,0.0,0.10521744811262,0.10521744811262,0.10521744811262,0.581326400822228,0.257952147967381,0.0,1
TCGA-AN-A0FD_tumor,0.0,0.0,0.162188667297181,0.162188667297181,0.0,0.0,0.201506444023363,0.263556584357918,0.782560319708896,0.162188667297181,0.324377334594361,0.0,0.162188667297181,0.0,0.0,0.162188667297181,0.0,0.0,1
TCGA-AN-A0FF_tumor,0.0,0.452130722934133,0.147034381441994,0.0,0.0,0.147034381441994,0.147034381441994,0.411696268037584,0.0,0.147034381441994,0.382289391749185,0.250823010614269,0.0,0.147034381441994,0.205848134018792,0.0,0.0,0.294068762883989,1
TCGA-AN-A0FL_tumor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16885372483803,0.16885372483803,1.37615785742994,0.0,0.0,0.460126400183632,0.2814234375758,0.0,1.59566769971938,0.0,0.0,1
TCGA-AN-A0FN_tumor,0.0,0.282294509534109,0.136194162351854,0.32052189103352,0.0,0.0,0.147976429443534,0.302878484187638,0.199958610919994,0.0,0.441085171147045,0.311700187610579,0.117622712305879,0.352868136917636,0.287866297416038,0.32052189103352,0.0,1.06154497856056,1
TCGA-AN-A0FS_tumor,0.149985981474184,1.04990187031929,0.236043511828224,0.231125938665136,0.09835146326176,0.424878321290803,0.0,0.548309407684312,0.248337444735944,0.14493858437959,0.681083883087688,0.536015474776592,0.19670292652352,0.214059009245323,0.09835146326176,0.395864639628584,0.183042891791094,2.16373219175872,1
TCGA-AN-A0FT_tumor,0.0,0.144510389191478,0.48772256352124,0.0,0.0,0.0,0.144510389191478,0.144510389191478,0.144510389191478,0.0,0.144510389191478,0.144510389191478,0.0,0.0,0.0,0.0,0.0,1.02963652298928,1
TCGA-AN-A0FV_tumor,0.0,0.136261435332176,0.136261435332176,0.136261435332176,0.0,0.136261435332176,1.12415684149045,0.266598223456109,0.0,0.0,0.0,0.0,0.0,0.0,0.476915023662616,0.136261435332176,0.0,0.0,1
TCGA-AN-A0FX_tumor,0.211128531828959,0.228246833189651,0.137401242065533,0.0,0.0,0.71904345697177,0.0,0.247321994428209,0.49766011073969,0.416224819891377,0.404160332358294,0.241289750661668,0.796256177183503,0.259386481961293,0.0,1.50504481975215,0.291558850865766,0.0,1
TCGA-AN-A0FY_tumor,0.0,0.104172808521836,0.104172808521836,0.0,0.104172808521836,0.0,0.104172808521836,0.104172808521836,0.0,0.166676493634937,0.0,0.104172808521836,0.104172808521836,0.104172808521836,0.127611690439249,0.242201779813268,0.104172808521836,0.0,1
TCGA-AN-A0G0_tumor,0.0,0.0,0.0,0.0,0.0,0.226834529359976,0.226834529359976,0.867642074801907,0.0,0.567086323399939,0.0,0.226834529359976,0.0,0.0,0.238176255827975,0.510377691059945,0.162462292445555,0.0,1
TCGA-AN-A0XL_tumor,0.461204085163174,3.50140323509287,0.344523099067962,0.393205710892782,0.865052563964121,0.772008858318006,0.0,0.621639504840018,0.0,0.149792651768679,1.77504292345885,1.09348635791136,0.149792651768679,0.0,0.423164241246518,0.0,0.329543833891094,0.438143506423386,1
TCGA-AN-A0XU_tumor,0.0,0.0,0.387960624841623,0.0,0.0,0.37761500817918,0.22415459661891,0.0,0.323300520701353,0.129320208280541,0.0,0.0,0.193980312420812,0.197213317627825,0.510649292841538,0.0,0.0,0.0,1
TCGA-AO-A03M_tumor,0.111931568304995,0.0,0.180929746912496,0.0991395873493128,0.0991395873493128,0.0,0.0991395873493128,0.138795422289038,0.0,0.38664439066232,0.0,0.0,0.0991395873493128,0.0,0.428778715285778,0.892256286143815,0.0,0.0991395873493128,1
TCGA-AO-A03N_tumor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.729491954784467,0.0,0.0,0.0,0.0,0.0,0.0,0.540364410951457,0.0,0.0,0.0,1
TCGA-AO-A03O_tumor,0.0,0.29946943001085,0.0,0.0,0.0,0.0,0.176158488241676,0.176158488241676,0.176158488241676,0.0,0.528475464725029,0.0,0.0,0.176158488241676,0.176158488241676,0.0,0.0,0.0,1
TCGA-AO-A03P_tumor,0.0,0.0,0.117457472789479,0.117457472789479,0.19380483010264,0.0,0.234914945578958,0.117457472789479,0.117457472789479,0.117457472789479,0.0,0.0,0.0,0.0,0.0,0.0,0.117457472789479,0.0,1
TCGA-AO-A03R_tumor,0.448946325306694,0.0,0.647182365052507,0.297354059618719,0.233218870289192,0.0,0.0,0.233218870289192,0.0,1.29436473010501,0.384811135977166,0.233218870289192,0.0,0.0,0.0,0.507251042878992,1.11362010563089,0.0,1
TCGA-AO-A03T_tumor,0.438165868768483,0.174065988451035,0.670154055536485,0.0,0.34813197690207,0.0,0.174065988451035,0.0,0.174065988451035,0.491736417374174,0.861626642832623,0.20017588671869,0.435164971127587,0.530901264775657,0.234989084408897,0.966066235903244,0.27415393181038,0.0,1
TCGA-AO-A03U_tumor,0.117441827617821,0.253152383976191,0.0,0.104392735660285,0.0,0.167028377056456,0.0,0.365374574810997,0.0,0.104392735660285,0.104392735660285,0.313178206980855,0.0,0.0,0.0,0.0,0.26359165754222,0.104392735660285,1
TCGA-AO-A03V_tumor,0.223548410749638,0.264532286053739,0.0,0.447096821499277,0.0,0.0,0.149032273833092,0.149032273833092,0.0,0.0,0.149032273833092,0.149032273833092,0.257080672362084,0.149032273833092,0.722806528090497,0.0,0.0,0.506709731032513,1
TCGA-AO-A0J2_tumor,0.0,0.0,0.27462662039318,0.0,0.0,0.0,0.109850648157272,0.27462662039318,0.109850648157272,0.0,0.0,0.0,0.0,0.109850648157272,0.0,0.0,0.0,0.109850648157272,1
TCGA-AO-A0J3_tumor,0.0,0.0,0.0,0.0,0.0,0.0,0.105609916382504,0.200103332966585,0.0,0.0,0.0,0.0,0.0,0.0,0.166335618302444,0.0,0.0,0.0,1
TCGA-AO-A0J4_tumor,0.0,0.0932714481006044,0.0932714481006044,0.0,0.0,1.4662271641415,0.0,0.443039378477871,0.345104357972236,0.226183261643966,0.0,0.0932714481006044,0.0932714481006044,0.0932714481006044,0.0,0.145089333807376,0.0,0.158042872519588,1
TCGA-AO-A0J6_tumor,0.103594123528036,0.0,0.0,0.0,0.0,0.551120737169153,0.0,0.183879569262264,0.0,0.0,0.0,0.106183976616237,0.0,0.0,0.0,0.103594123528036,0.0,0.0,1
TCGA-AO-A0J7_tumor,0.0,0.0,0.0,0.136002934943336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272005869886672,0.0,0.197204255667837,0.136002934943336,0.172270837604676,1
TCGA-AO-A0J8_tumor,0.0,0.0,0.0,0.0,0.099515768213764,0.0,0.0,0.276156256793195,0.0,0.252616796979911,0.0,0.099515768213764,0.0,0.0,0.169176805963399,0.119418921856517,0.099515768213764,0.099515768213764,1
TCGA-AO-A0JC_tumor,0.0,2.20662621225037,0.734299601036017,0.149096365692592,0.375502178924108,0.0,0.447289097077777,0.149096365692592,0.0,0.0,1.79288379745342,0.749209237605276,0.0,0.0,0.447289097077777,0.0,0.0,0.726844782751387,1
TCGA-AO-A0JF_tumor,0.0,0.50710278289923,0.146986313883835,0.529150729981805,0.341743179779916,0.146986313883835,0.286623312073478,2.20846936610462,0.146986313883835,0.0,0.50710278289923,0.205780839437369,0.0,0.0,0.204147821490119,0.0,0.0,0.609993202617914,1
TCGA-AO-A0JI_tumor,0.0,0.0,0.309984456759369,0.309984456759369,0.259611982535972,0.0,0.0,0.0,0.395230182368196,0.0,0.154992228379685,0.154992228379685,0.154992228379685,0.0,0.0,0.262294898009224,0.154992228379685,0.0,1
TCGA-AO-A0JJ_tumor,0.931212086004878,0.79162401254669,0.278986436139803,0.139493218069901,0.278986436139803,0.0,0.0,1.00435117010329,0.139493218069901,0.795111342998437,0.557972872279605,0.251087792525822,0.0,0.0,0.369246917824113,0.571922194086595,0.418479654209704,0.467302280534169,1
TCGA-AO-A0JM_tumor,0.0,0.213640560993622,0.0,0.0,0.0,0.0,0.29909678539107,0.403543519255242,0.0,0.0,0.0,0.0,0.0,0.0,0.373870981738838,0.0,0.0,0.640921682980865,1
TCGA-AO-A124_tumor,0.0,0.10148659389496,0.0,0.0,0.0,0.659662860317242,0.202973187789921,0.10148659389496,0.299385451990133,0.507432969474801,0.0,0.10148659389496,0.489672815543183,0.606382398522388,0.0,0.839801564480796,0.10148659389496,0.0,1
TCGA-AO-A125_tumor,0.69787733370505,0.259675286960019,0.0,0.0,0.0,0.0,0.0,0.129837643480009,0.0,0.0,0.0,0.0,0.0,0.0,0.622139141133856,0.0,1.29513049371309,0.259675286960019,1
TCGA-AO-A126_tumor,0.0,0.269535091498978,0.399311246665152,0.133103748888384,0.266207497776768,0.0,0.0,0.252196997168777,0.0,0.0,0.133103748888384,0.0,0.0,0.0,0.0,0.0,0.266207497776768,0.133103748888384,1
TCGA-AO-A128_tumor,0.0,0.0,0.148089592426343,0.0,0.105778280304531,0.105778280304531,0.0,0.27502352879178,0.0,0.0,0.199111745931233,0.171889705494862,0.211556560609061,0.211556560609061,0.0,0.105778280304531,0.0,0.211556560609061,1
TCGA-AO-A129_tumor,0.139043432461172,0.0,0.271304258460823,0.0,0.0,0.152608645384213,0.135652129230412,0.0,0.0,0.423912903845037,0.0,0.260000366532053,0.451043329691119,0.178286236926238,0.158261269609244,0.478173755537201,0.373043355383632,0.0,1
TCGA-AO-A12A_tumor,1.77239327956976,0.39978795779769,0.262923215698703,0.273188437828422,0.13326265259923,0.596350370381555,0.13326265259923,0.956159532399476,0.0,0.323161932553133,0.26652530519846,0.233209642048653,0.13326265259923,0.205019260517811,0.316498799923171,1.3159686944174,2.18217593631239,0.616339768271439,1
TCGA-AO-A12B_tumor,0.0,0.162046280239385,0.0,0.0,0.0,0.0,0.162046280239385,0.0,0.162046280239385,0.0,0.162046280239385,0.0,0.0,0.0,0.251171734371047,0.162046280239385,0.0,0.0,1
TCGA-AO-A12C_tumor,0.379039499278406,0.575095205933039,0.0,0.165339871705749,0.0,0.364226484511586,0.517585685339735,1.50962491557423,0.14377380148326,0.0,0.14377380148326,0.182985230361789,0.0,0.14377380148326,0.262387187706949,0.0,0.431321404449779,0.0,1
TCGA-AO-A12D_tumor,0.0,0.154917875710318,0.190327454561425,0.0,0.0,0.446163482045715,0.329200485884425,0.0,0.154917875710318,0.0,0.154917875710318,0.0,0.216885025994445,0.30208985763512,0.406659423739584,0.0,0.0,0.154917875710318,1
TCGA-AO-A12E_tumor,0.219055377754067,0.282830994062213,0.585071958305166,0.144188349914069,0.166371172977772,0.584431983859778,0.216282524871104,1.07309406570663,0.640529015964423,0.20241826045629,0.285603846945176,0.210736819105178,0.0,0.110914115318515,0.457520725688874,0.587844811188129,0.422090320691527,0.421473638210356,1
TCGA-AO-A12F_tumor,0.121297029132514,0.137469562026752,0.242594058265028,0.0,0.194075246612022,0.0,0.121297029132514,1.39491583502391,0.121297029132514,3.93305616962177,0.497317819443307,0.121297029132514,0.0,0.0,0.121297029132514,8.07534971449712,1.08864083646431,0.0,1
TCGA-AO-A12G_tumor,0.0,0.0,0.0,0.0,0.145111457643721,0.0,0.0,0.290222915287443,0.0,0.221294972906675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145111457643721,1
TCGA-AO-A12H_tumor,0.119009028953207,0.0,0.35702708685962,0.0,0.0,0.0,0.119009028953207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119009028953207,0.196364897772791,1
TCGA-AO-A1KO_tumor,3.06438163126436,0.240658243293012,0.502708330434293,0.475968525623958,0.149742906937874,1.04392197979547,0.272746009065414,0.861021714892778,0.117655141165473,20.8035681424404,0.19252659463441,0.106959219241339,0.788824241904874,0.909153363551381,0.0,27.3147106137569,3.27295210878497,0.347617462534351,1
TCGA-AO-A1KP_tumor,1.40067188030696,0.0,0.115758006636939,0.115758006636939,0.315440568085659,0.0,0.0,0.0,0.0,0.115758006636939,0.115758006636939,0.0,0.144697508296174,0.0,0.115758006636939,0.115758006636939,1.37173237864773,0.335698219247123,1
TCGA-AO-A1KR_tumor,0.0,0.207791534223806,0.340021754942467,0.0,0.0,0.0,0.296102936268923,0.0,0.0,0.207791534223806,0.0,0.0,0.745605894763229,0.623374602671418,0.0,0.805192195117248,0.0,0.415583068447612,1
TCGA-AO-A1KS_tumor,0.240166055614173,0.120083027807086,0.480332111228346,0.0,0.0,0.0,0.120083027807086,0.372257386201968,0.0,0.240166055614173,0.170439845517988,0.0,0.120083027807086,0.120083027807086,0.0,0.445571677169028,0.382967591452082,0.27586673978122,1
TCGA-AO-A1KT_tumor,0.0,0.0,0.405600783485513,0.112666884301532,0.0,0.0,0.0,0.0,0.225333768603063,0.0,0.0,0.112666884301532,0.163070668331508,0.194350375420142,0.0,0.112666884301532,0.0,0.0,1
TCGA-AQ-A04J_tumor,0.679356101601687,0.480234485614986,0.117130362345119,0.0,0.117130362345119,0.357555658005579,0.15103608833316,1.57540337354184,0.0,1.02489067051979,0.336749791742216,0.304538942097308,0.878477717588389,0.717423469363851,0.248902019983377,1.07467107451646,0.541727925846173,0.117130362345119,1
TCGA-AQ-A04L_tumor,0.0,0.0,0.184971408061414,0.0,0.0,0.0,0.134524660408301,0.134524660408301,0.292591136388056,0.141250893428717,0.0,0.134524660408301,0.0,0.134524660408301,0.0,0.393484631694282,0.0,0.134524660408301,1
TCGA-AQ-A54N_tumor,0.244862700953615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22431350476808,0.0,0.991693938862142,0.0,1.02842334400518,1.303893882578,0.0,0.0,0.0,0.0,1
TCGA-AQ-A54O_tumor,0.667861307290423,0.0,1.30789506011041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
TCGA-AR-A0TP_tumor,0.295834054442387,0.245211971341781,0.191804496836273,0.0,0.0,1.67487587745843,0.130036947007642,0.256822970340094,0.42912192512522,0.780221682045855,0.130036947007642,0.0,0.70545043751646,0.666439353414167,0.0,2.30490488571046,0.225853371040754,0.130036947007642,1
TCGA-AR-A0TR_tumor,0.108863716452693,0.108863716452693,0.108863716452693,0.0,0.0,0.0,0.0,0.108863716452693,0.0,0.0,0.0,0.108863716452693,0.0,0.0,0.0,0.0,0.108863716452693,0.108863716452693,1
TCGA-AR-A0TS_tumor,0.0,2.18675505616359,0.128632650362564,0.395545399864884,0.305502544611089,0.257265300725128,0.0,0.485588255118679,0.379466318569564,0.128632650362564,1.02262957038238,0.797522432247897,0.0,0.0,0.0,0.128632650362564,0.0,0.775011718434448,1
TCGA-AR-A0TU_tumor,0.0,0.0,0.167879217073669,0.126701295904656,0.0,0.0,0.0,0.126701295904656,0.0,0.0,0.253402591809311,0.0,0.0,0.0,0.0,0.126701295904656,0.0,0.126701295904656,1
TCGA-AR-A0TV_tumor,0.0,0.0,0.0,0.137030013944311,0.0,0.0,1.51418165408464,0.137030013944311,0.0,0.0,0.137030013944311,0.0,0.0,0.0,1.56214215896515,0.137030013944311,0.0,0.143881514641527,1
TCGA-AR-A0TX_tumor,0.0,0.671433864487932,0.0,0.218378975343162,0.247713464568363,0.505856969750131,0.159709996892761,0.329198156860588,0.176006935351205,0.13037550766756,0.303123055327076,0.277905824634017,0.0,0.13037550766756,0.332457544552277,0.15871783927941,0.0,0.0,1
TCGA-AR-A0TY_tumor,0.0,0.120461494248464,0.0,0.120461494248464,0.120461494248464,0.0,0.635434382160645,0.138530718385733,0.0,0.0,0.136522625276611,0.377234806158604,0.120461494248464,0.0,0.484857514350066,0.557134410899144,0.0,0.0,1
TCGA-AR-A0U0_tumor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.751835139804904,0.0,0.0,0.0,0.0,0.531147213195504,0.49748295320424,0.63588046650166,0.0,0.0,0.0,1
TCGA-AR-A0U1_tumor,0.225140239855406,0.0,0.0,0.121697426948868,0.0,0.0,0.0,0.24947972524518,0.0,0.121697426948868,0.0,0.0,0.121697426948868,0.0,0.0,0.389431766236378,0.365092280846604,0.0,1
TCGA-AR-A0U3_tumor,0.0,0.0,0.235131251910735,0.0,0.0,0.0,0.235131251910735,0.0,0.0,1.45781376184656,0.0,0.0,0.705393755732206,0.0,0.0,1.78111923322382,0.0,0.235131251910735,1
TCGA-AR-A0U4_tumor,0.0,0.0,0.530059111918582,0.278645577636807,0.0,0.578724693917879,0.136789448237053,7.00020001353121,0.136789448237053,0.136789448237053,0.0,0.136789448237053,0.136789448237053,0.0,0.136789448237053,0.136789448237053,0.136789448237053,0.0,1
TCGA-AR-A1AH_tumor,0.13251032934581,0.2572264011195,0.0,0.13251032934581,0.13251032934581,0.0,0.0,0.160407728982984,0.0,0.208703768719651,0.0,0.0,0.13251032934581,0.160407728982984,0.212016526953297,0.146707486031921,0.135823087579456,0.13251032934581,1
TCGA-AR-A1AI_tumor,0.0,0.0,0.0,0.0,0.0,0.94379761777081,0.123533719603509,0.212752242575556,0.123533719603509,0.963563012907371,0.0,0.0,0.370601158810527,0.370601158810527,0.0,1.31872245676746,0.0,0.0,1
TCGA-AR-A1AJ_tumor,0.0,1.84395425253198,0.167632204775634,0.0,0.0,0.155936934675008,0.627646162066909,1.98429749373948,0.0,0.343061256285019,0.510693461060653,0.335264409551268,0.155936934675008,0.0,0.217198318831432,0.275183467990334,0.0,0.896637374381299,1
TCGA-AR-A1AK_tumor,0.29346254276059,0.44834555143979,0.868160022333412,0.228248644369348,0.163034745978106,0.888539365580676,0.0,0.525787055779391,0.27715906816278,0.326069491956211,0.244552118967158,0.191805487600862,0.163034745978106,0.163034745978106,0.174680317883322,0.342372966554022,0.326069491956211,1.0760293234555,1
TCGA-AR-A1AN_tumor,0.0,0.222239666425604,0.199693613309963,0.0,0.257669178464469,0.128834589232234,0.476687980159267,0.248006584272051,0.0,0.128834589232234,0.389724632427509,0.273773502118498,0.128834589232234,0.128834589232234,0.782670129585824,0.128834589232234,0.0,0.454141927043626,1
TCGA-AR-A1AO_tumor,0.557508079585738,0.14667452344425,0.221771169779962,0.249492566002457,0.123206205433312,0.687111151205148,0.261813186545789,1.12117646944314,0.234091790323293,2.947708464992,0.203290238964965,0.378859081707435,0.202410546658172,0.348057530349107,0.381939236843268,2.43332255730792,0.243332255730792,0.693034905562382,1
TCGA-AR-A1AP_tumor,0.529327907621568,0.346289608995053,0.190459284947279,0.173144804497526,0.173144804497526,0.173144804497526,0.519434413492579,0.441519251468692,0.0,0.627649916303533,0.0,0.337632368770176,0.0,0.0,0.0,0.398233050344311,0.0,0.865724022487632,1
TCGA-AR-A1AQ_tumor,0.0,0.0,0.0,0.17014796781903,0.0,0.0,0.17014796781903,0.0,0.0,0.197012630457977,0.0,0.0,0.735889960817305,0.408355122765672,0.0,0.17014796781903,0.0,0.0,1
TCGA-AR-A1AS_tumor,0.0,0.0,0.178389522227192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178389522227192,0.0,0.0,1
TCGA-AR-A1AT_tumor,0.0,0.0,0.373900741168483,0.219666685436484,0.0,0.0,0.0,0.233687963230302,0.0,0.0,0.186950370584242,0.233687963230302,0.0,0.0,0.0,0.186950370584242,0.0,0.373900741168483,1
TCGA-AR-A1AV_tumor,0.114173586689698,0.21291775487415,0.0,0.166869263890461,0.0,0.0,0.0,0.376772836076004,0.0,0.114173586689698,0.216929814710426,0.134153964360395,0.0,0.114173586689698,0.114173586689698,0.114173586689698,0.0,0.0,1
TCGA-AR-A1AW_tumor,0.0,0.406745749714946,0.248394350970959,0.12419717548548,0.23919506618275,0.0,0.12419717548548,0.176980975066808,0.0,0.12419717548548,0.565097148458932,0.12419717548548,0.0,0.0,0.0,0.183190833841082,0.0,0.372591526456439,1
TCGA-AR-A1AX_tumor,0.289960269208973,0.257742783697164,0.144980134604486,0.144980134604486,0.0,0.156578545372845,0.144980134604486,0.144980134604486,0.289960269208973,0.220369804598819,0.362450336511216,0.463936430734356,0.2682132490183,0.0,0.144980134604486,0.246466228827627,0.144980134604486,0.199347685081169,1
TCGA-AR-A1AY_tumor,0.15077380812287,0.0,0.0,0.301547616245739,0.15077380812287,0.51787486066427,0.15077380812287,0.972491062392509,0.41085862713482,0.0,0.0,0.15077380812287,0.0,0.15077380812287,0.0,0.501322912008541,0.15077380812287,0.293612390724233,1
TCGA-AR-A24H_tumor,0.0,0.269630882026841,0.0,0.0971642818114741,0.0971642818114741,0.0,0.0971642818114741,0.0,0.0,0.167608386124793,0.0971642818114741,0.0,0.201615884758809,0.259914453845693,0.0971642818114741,0.191899456577661,0.0,0.840471037669251,1
TCGA-AR-A24K_tumor,0.0,0.0,0.100407879901974,0.0,0.0,0.100407879901974,0.100407879901974,0.100407879901974,0.0,0.0,0.0,0.0,0.0,0.0,0.341386791666712,0.100407879901974,0.0,0.0,1
TCGA-AR-A24L_tumor,0.101925861635622,0.397510860378928,0.0,0.160533232076105,0.0,0.235483395171244,0.132503620126309,0.774636548430731,0.0,0.147225791580958,0.101925861635622,0.101925861635622,0.301530334252511,0.104474008176513,0.36438495534735,0.101925861635622,0.231881335221041,0.267555386793509,1
TCGA-AR-A24N_tumor,0.0,0.370108026914774,0.15938958823337,0.108060737785336,0.0,0.0,0.108060737785336,0.429541432696709,0.0,0.0,0.193954976428765,0.108060737785336,0.108060737785336,0.0,0.25574410629442,0.0,0.0,0.17559869890117,1
TCGA-AR-A24P_tumor,0.108761963870407,0.0,0.108761963870407,0.203928682257013,0.0,0.0,0.274623958772777,0.919038594704937,0.108761963870407,0.0,0.0,0.135952454838008,0.135952454838008,0.108761963870407,0.402419266320505,0.108761963870407,0.179457240386171,0.821152827221571,1
TCGA-AR-A24Q_tumor,0.0,0.362629958956805,0.283797359183587,0.0,0.0,0.0,0.0,0.528178418480564,0.407301765494963,0.249636565948525,0.236497799319656,0.0,0.202337006084594,0.302191632464005,0.105110133030958,0.227173479418479,0.105110133030958,0.0,1
TCGA-AR-A24S_tumor,0.109069157131441,0.2535857903306,0.109069157131441,0.268478093045327,0.109069157131441,0.0,0.234498687832598,1.27065568058129,0.109069157131441,0.109069157131441,0.379015321031758,0.19905121176488,0.109069157131441,0.218138314262882,0.282075744864904,0.272672892828603,0.224553762085353,0.0,1
TCGA-AR-A24U_tumor,0.0,1.07039050489756,0.433614283853686,0.145548850524314,0.121290708770262,0.121290708770262,0.181936063155393,1.27355244208775,0.238668579275595,0.121290708770262,0.758066929814137,0.0,0.0,0.242581417540524,0.174801743665526,0.184968330874649,0.121290708770262,0.121290708770262,1
TCGA-AR-A24V_tumor,0.0,0.33328558832122,0.261073710851622,0.0,0.0,0.0,0.247186811338238,0.444380784428293,0.111095196107073,0.138868995133842,0.116649955912427,0.111095196107073,0.111095196107073,0.0,0.336062968223897,0.516592661897891,0.0,0.21941301231147,1
TCGA-AR-A24W_tumor,0.392662428232309,0.519646749505892,1.27276787082197,0.192946193183118,0.260646611843861,1.34359334080809,0.223411381580452,2.74186695576009,0.138785858254523,1.52664444079975,0.348657156102826,0.152325941986672,0.477287951558238,0.58222360048239,0.199716235049192,3.50011164476041,1.26261280802286,1.91253682716599,1
TCGA-AR-A24X_tumor,0.196484804326973,0.36194662289876,0.0,0.392969608653945,0.392969608653945,0.0,0.392969608653945,0.196484804326973,0.196484804326973,0.196484804326973,0.332513199210579,0.221045404867844,0.0,0.392969608653945,0.334024167355853,0.196484804326973,0.0,2.64272061819778,1
TCGA-AR-A24Z_tumor,0.0,0.0,0.0,0.0883920735786935,0.0,0.0,0.152476326923246,0.466268188127608,0.0883920735786935,0.603275902174583,0.0883920735786935,0.0883920735786935,0.0,0.0883920735786935,0.0883920735786935,0.769011040134633,0.0,0.0,1
TCGA-AR-A250_tumor,0.0,0.207603488133047,0.378876365842811,0.103801744066524,0.103801744066524,0.103801744066524,0.430777237876073,1.61671216383611,0.103801744066524,0.103801744066524,0.103801744066524,0.10899183126985,0.0,0.123439996026469,0.0,0.0,0.155702616099785,0.0,1
TCGA-AR-A252_tumor,0.544497822938339,0.451534779997647,0.30279391129254,0.294825650469052,0.33507599197543,0.197309012076431,0.177957825057896,0.206047538112856,0.106243477646505,1.39178955716922,0.347947389292304,0.197309012076431,0.207174781410685,0.0,0.491376084115086,0.998688689877148,0.520593040467875,0.379820432586256,1
TCGA-AR-A255_tumor,0.193702045109874,0.360686815505844,0.120228938501948,0.204389195453312,0.120228938501948,0.670507171710285,0.228434983153701,1.00691735995382,0.200381964933042,0.400762727576699,0.202886333722038,0.0,0.0,0.120228938501948,0.120228938501948,0.538024499796218,0.23144070661625,0.339646751268004,1
TCGA-AR-A256_tumor,0.0,0.0,0.0,0.0,0.0,0.0,0.114205128536616,0.665244873725788,0.114205128536616,0.0,0.114205128536616,0.0,0.114205128536616,0.114205128536616,0.0,0.114205128536616,0.0,0.0,1
TCGA-AR-A2LE_tumor,0.258998344699057,0.154625877432273,0.0,0.154625877432273,0.154625877432273,0.0,0.0,0.185551052918727,0.0,0.274460932442284,0.154625877432273,0.154625877432273,0.0,0.0,0.0,0.0,0.59530962811425,4.61558244135334,1
TCGA-AR-A2LL_tumor,0.139549082028695,0.27909816405739,0.0,0.0,0.0,0.0,0.0,0.311932667567921,0.0,0.139549082028695,0.139549082028695,0.0,0.0,0.313985434564563,0.0,0.0,0.139549082028695,0.139549082028695,1
TCGA-AR-A2LM_tumor,0.458702171665886,0.227926544927148,0.0,0.250719199419863,0.113963272463574,0.469528682549925,0.0,2.31630351282214,0.0,0.302002672028471,0.134684074662901,0.290606344782114,0.170944908695361,0.113963272463574,0.113963272463574,0.487192989781779,0.26496460847781,0.147730590094531,1
TCGA-AR-A2LN_tumor,0.0,1.70221128244493,0.407926372420235,0.488504421293368,1.23888750142442,0.283854307216607,0.302167683274248,1.28924878197013,0.378473081105883,0.392817988256523,1.8633673801912,0.866214025386179,0.201445122182832,0.0,0.705057927639913,0.625174864438311,0.201445122182832,0.891394665659033,1
TCGA-AR-A2LO_tumor,0.372376464974923,0.0,0.351796799080473,0.0,0.367275417509513,0.881461002022831,0.204041898616396,1.16303882211346,0.0,0.50500369907558,0.0,0.402415513289228,0.336393676153921,0.571317316125909,0.204041898616396,0.856975974188863,0.887582258981322,0.428487987094432,1
TCGA-AR-A2LQ_tumor,0.326949876752974,0.6375522596683,0.371905484806508,0.469990447832401,0.352100496022197,0.943124518729782,0.26155990140238,2.05161047662491,0.163474938376487,0.931807148745977,0.290168015618265,0.292533497976573,0.290168015618265,0.163474938376487,0.396426725562982,0.723376602315956,0.219401349544467,0.960415262961863,1
TCGA-AR-A2LR_tumor,0.0,0.664295194412896,0.347545167937873,0.0,0.0,0.175972236930568,0.0,1.12622231635564,0.0,0.175972236930568,0.329947944244816,0.0,0.175972236930568,0.373941003477458,0.175972236930568,0.884260490576106,0.175972236930568,0.0,1
TCGA-AR-A5QM_tumor,0.0,1.23703002733112,0.176718575333017,0.300421578066129,0.265077862999525,0.0,0.176718575333017,0.817323410915203,0.0,0.353437150666034,0.313675471216105,0.717919212290381,0.0,0.176718575333017,0.724546158865369,0.344601221899383,0.176718575333017,4.83325303535801,1
